image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_FashionMnist_ill_images,LLaVa_FashionMnist_illusion_images_filtered,LLaVa_FashionMnist_illusionless_images,LLaVa_FashionMnist_illusionless_images_filtered,LLaVa_FashionMnist_raw_images
FashionMnist_1003,"Whipped cream clouds swirl around children's laughter, city lights glitter below",low quality,1.5,5, Pullover, Pullover, Coat, Bag, Dress
FashionMnist_1004,"Neon glow fills abandoned factory, dust swirling in forgotten hallways",low quality,1.5,5, Ankle boot, Ankle boot, No illusion, No illusion, T-shirt/top
FashionMnist_1005,A dark forest with an old man sitting by a lake,low quality,1.5,6, Ankle boot, Pullover, Ankle boot, Ankle boot, Shirt
FashionMnist_1006,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,1.5,0, T-shirt/top, T-shirt/top, No illusion, No illusion, Dress
FashionMnist_1007,A magnificent sunset over the ocean with sailboats,low quality,1.5,5, Shirt, Ankle boot, Shirt, Coat, Shirt
FashionMnist_1008,"Sunbeams filter through forest leaves, river winds through mountains, birds dance around",low quality,1.5,9, No illusion, Sneaker, Bag, Ankle boot, Sneaker
FashionMnist_1009,Tranquil lake with a small wooden pier and mountains in the background,low quality,1.5,6, Trouser, Pullover, Coat, Ankle boot, T-shirt/top
FashionMnist_1010,"A lone astronaut floats in the vastness of space, constellations forming a path",low quality,1.5,3, Pullover, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_1011,A field of sunflowers at sunrise,low quality,1.5,7, Ankle boot, T-shirt/top, No illusion, Ankle boot, Sneaker
FashionMnist_1012,A hiker on top of a hill overlooking camp,low quality,1.5,5, Sneaker, Ankle boot, Sandal, No illusion, Sandal
FashionMnist_1013,"Serene reflection of stars in a calm lake, moonlight cascading over mountains",low quality,1.5,1, Coat, Trouser, Sandal, Ankle boot, Trouser
FashionMnist_1014,"Tropical river meets sandstone canyon, green vines climb towering walls",low quality,1.5,9, Dress, Ankle boot, Sandal, Coat, Ankle boot
FashionMnist_1015,Mountain goats traversing rugged terrain,low quality,1.5,8, Bag, Bag, Sandal, Ankle boot, Bag
FashionMnist_1016,"Meticulous patterns form in the falling leaves, sunlight illuminating the forest floor",low quality,1.5,8, T-shirt/top, Bag, No illusion, No illusion, T-shirt/top
FashionMnist_1017,A dark forest with a glowing mushroom,low quality,1.5,9, Sandal, Sneaker, Bag, Ankle boot, Ankle boot
FashionMnist_1018,African wild dog hunting impala,low quality,1.5,9, Sneaker, Sneaker, Ankle boot, Ankle boot, Sneaker
FashionMnist_1019,Starship flying over a blue planet with rings,low quality,1.5,2, Shirt, Trouser, No illusion, T-shirt/top, T-shirt/top
FashionMnist_1020,Cherry Blossoms fluttering softly,low quality,1.5,7, Pullover, Sneaker, Pullover, Coat, T-shirt/top
FashionMnist_1021,A captivating circus performance beneath big top tent,low quality,1.5,2, Dress, Trouser, Dress, Ankle boot, T-shirt/top
FashionMnist_1022,"Electrified waterfalls cascade, neon rivers reflect rainbow shades, luminous birds serenade",low quality,1.5,2, T-shirt/top, Pullover, Dress, Ankle boot, T-shirt/top
FashionMnist_1023,"Neon outlines of futuristic structures illuminate the sky, reflected in the river below",low quality,1.5,3, T-shirt/top, T-shirt/top, T-shirt/top, Ankle boot, Dress
FashionMnist_1024,A tranquil park with a babbling brook,low quality,1.5,8, T-shirt/top, Bag, Sneaker, Coat, T-shirt/top
FashionMnist_1025,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,7, Coat, Sneaker, Coat, Coat, Sneaker
FashionMnist_1026,A vast savanna with a herd of elephants,low quality,1.5,6, Pullover, T-shirt/top, Ankle boot, Trouser, Pullover
FashionMnist_1027,A jungle with mountains and river,low quality,1.5,4, Bag, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_1028,"A serene lake reflects the stars, glowing mountains casting shadow on the surface",low quality,1.5,5, Coat, Ankle boot, Coat, Ankle boot, Shirt
FashionMnist_1029,Sloth hanging nonchalantly from branch in Central America,low quality,1.5,4, Trouser, Pullover, Trouser, No illusion, T-shirt/top
FashionMnist_1030,Geysir erupting in Yellowstone National Park,low quality,1.5,3, No illusion, Dress, No illusion, Sneaker, Dress
FashionMnist_1031,An alien landscape with strange rock formations and glowing plants,low quality,1.5,6, No illusion, T-shirt/top, No illusion, No illusion, Pullover
FashionMnist_1032,A majestic iceberg floating in a frigid arctic sea,low quality,1.5,1, Coat, Ankle boot, Coat, Ankle boot, T-shirt/top
FashionMnist_1033,"Volcanic mountains erupt in waves of fire, glowing rivers flow through valleys below",low quality,1.5,4, No illusion, Pullover, No illusion, No illusion, Coat
FashionMnist_1034,Golden wheat field swaying in gentle breeze,low quality,1.5,9, Ankle boot, Trouser, Ankle boot, Ankle boot, Ankle boot
FashionMnist_1035,"Space station orbiting a purple planet, stars swirling around it",low quality,1.5,3, T-shirt/top, Trouser, T-shirt/top, No illusion, Dress
FashionMnist_1036,Pelican skillfully catching schooling fish,low quality,1.5,1, Trouser, Trouser, Sandal, Ankle boot, Trouser
FashionMnist_1037,A cozy cabin nestled in a snowy forest clearing,low quality,1.5,6, Coat, Pullover, Coat, Coat, T-shirt/top
FashionMnist_1038,"Mountain meadow bathed in morning mist, river whispers below",low quality,1.5,5, No illusion, Ankle boot, Pullover, Coat, T-shirt/top
FashionMnist_1039,Meteor streaking across starry night sky,low quality,1.5,0, T-shirt/top, T-shirt/top, Pullover, T-shirt/top, T-shirt/top
FashionMnist_1040,A busy airport with planes taking off and landing,low quality,1.5,5, Sneaker, Trouser, Sneaker, Sneaker, Sneaker
FashionMnist_1041,A misty lake during golden hour,low quality,1.5,7, Bag, Sneaker, Pullover, Ankle boot, Sneaker
FashionMnist_1042,Mesmerizing Milky Way galaxy twinkling brightly,low quality,1.5,5, Trouser, No illusion, No illusion, No illusion, Shirt
FashionMnist_1043,"Neon glow illuminates futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,2, Sneaker, Trouser, Sneaker, Ankle boot, T-shirt/top
FashionMnist_1044,A hidden cave illuminated by glowing mushrooms,low quality,1.5,3, No illusion, Trouser, Sandal, Pullover, T-shirt/top
FashionMnist_1045,A starry night sky over a calm ocean,low quality,1.5,3, Sandal, Sandal, Sandal, Ankle boot, Dress
FashionMnist_1046,A mythological dragon perched upon mountaintop,low quality,1.5,9, Coat, Sneaker, Coat, Ankle boot, Sneaker
FashionMnist_1047,A tranquil lake surrounded by snow-capped mountains,low quality,1.5,6, Pullover, Coat, Coat, Coat, T-shirt/top
FashionMnist_1048,A serene cabin nestled amidst snow-capped mountains,low quality,1.5,3, Coat, Ankle boot, Coat, Coat, T-shirt/top
FashionMnist_1049,"Eerie desert town, skeletal structures cast long shadows under storm clouds",low quality,1.5,6, Trouser, Pullover, Trouser, Ankle boot, T-shirt/top
FashionMnist_1050,A lush vineyard stretching over rolling hills,low quality,1.5,0, No illusion, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_1051,"Ocean meets mountain waves, sunlight paints splatter on caves, birds sing in gentle saves",low quality,1.5,4, T-shirt/top, Pullover, Sandal, No illusion, Pullover
FashionMnist_1052,Koala dozing comfortably in eucalyptus tree,low quality,1.5,5, T-shirt/top, T-shirt/top, Trouser, Trouser, Shirt
FashionMnist_1053,A mystical cave entrance shrouded in darkness,low quality,1.5,0, No illusion, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_1054,"Golden light meets mountain frame, river meets ocean flame, birds sing in joyful game",low quality,1.5,4, Sandal, Pullover, Bag, No illusion, Bag
FashionMnist_1055,"Forest meets mountain lake, sunlight paints ripples, tranquility reigns supreme",low quality,1.5,9, No illusion, Sneaker, Bag, No illusion, Sneaker
FashionMnist_1056,"A majestic sunrise illuminates the mountains, casting long shadows over valleys below",low quality,1.5,4, Trouser, Pullover, T-shirt/top, Ankle boot, Pullover
FashionMnist_1057,Fluffy cotton candy clouds drifting lazily,low quality,1.5,6, T-shirt/top, T-shirt/top, Dress, Coat, T-shirt/top
FashionMnist_1058,"Neon glow fills abandoned factory, dust swirling in forgotten hallways",low quality,1.5,3, No illusion, T-shirt/top, Dress, No illusion, T-shirt/top
FashionMnist_1059,Green sea turtle hatchlings scrambling towards ocean,low quality,1.5,6, Sandal, Pullover, Sandal, Ankle boot, Coat
FashionMnist_1060,Camels crossing expansive desert dunes,low quality,1.5,7, Sandal, Sneaker, Sandal, No illusion, Sneaker
FashionMnist_1061,Sunrise over a misty lavender field,low quality,1.5,0, No illusion, T-shirt/top, T-shirt/top, Ankle boot, T-shirt/top
FashionMnist_1062,A colorful hot air balloon floating over a patchwork landscape,low quality,1.5,2, No illusion, T-shirt/top, Dress, Ankle boot, T-shirt/top
FashionMnist_1063,A lush garden overflowing with blooming roses,low quality,1.5,1, No illusion, Trouser, No illusion, Dress, Trouser
FashionMnist_1064,"Ancient temple engulfed by dense, dark jungle",low quality,1.5,1, Dress, Ankle boot, No illusion, Ankle boot, Trouser
FashionMnist_1065,A bustling city skyline at night with neon lights,low quality,1.5,4, T-shirt/top, Coat, T-shirt/top, No illusion, Dress
FashionMnist_1066,A magnificent sunset over the ocean with sailboats,low quality,1.5,4, Sandal, Pullover, Bag, Coat, T-shirt/top
FashionMnist_1067,A charming cottage covered in ivy with a thatched roof,low quality,1.5,8, Trouser, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_1068,Underwater city illuminated by bioluminescent creatures and coral structures,low quality,1.5,5, Dress, Dress, Shirt, Trouser, T-shirt/top
FashionMnist_1069,A sunny vineyard with rows of ripe grapes,low quality,1.5,9, No illusion, Sneaker, No illusion, Ankle boot, Ankle boot
FashionMnist_1070,A thrilling ski slope adventure on snowy peaks,low quality,1.5,0, Pullover, T-shirt/top, Sneaker, No illusion, T-shirt/top
FashionMnist_1071,Cobbled street lined with ivy-clad buildings,low quality,1.5,1, Trouser, Trouser, Sneaker, Trouser, Trouser
FashionMnist_1072,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,1.5,6, Coat, Coat, Coat, Ankle boot, T-shirt/top
FashionMnist_1073,"Abandoned laboratory, scientific symbols floating in the air",low quality,1.5,5, Bag, T-shirt/top, Dress, Coat, Shirt
FashionMnist_1074,A mystical forest with towering trees and glowing mushrooms,low quality,1.5,1, Sandal, Trouser, Shirt, No illusion, Trouser
FashionMnist_1075,Misty moor bathed in morning dew,low quality,1.5,4, Ankle boot, Trouser, No illusion, Ankle boot, Coat
FashionMnist_1076,A fantastical kingdom ruled by mermaids,low quality,1.5,4, Dress, T-shirt/top, Dress, Ankle boot, T-shirt/top
FashionMnist_1077,Puffin taking flight from coastal cliffs,low quality,1.5,8, Sneaker, Coat, Coat, Pullover, T-shirt/top
FashionMnist_1078,A woman playing the guitar by the campfire,low quality,1.5,4, Pullover, T-shirt/top, Pullover, Trouser, T-shirt/top
FashionMnist_1079,Cheetah sprinting swiftly,low quality,1.5,7, Sneaker, Sneaker, Sneaker, Ankle boot, Sneaker
FashionMnist_1080,"Eerie silence hangs over abandoned home, moon bathes decaying relics in silver light",low quality,1.5,7, Coat, Ankle boot, Pullover, Ankle boot, T-shirt/top
FashionMnist_1081,A futuristic city with skyscrapers surrounded by flying cars,low quality,1.5,3, Shirt, T-shirt/top, Sneaker, T-shirt/top, Dress
FashionMnist_1082,"Golden sunrise paints horizon, vast desert landscape, dunes shift in the gentle breeze",low quality,1.5,8, Sandal, T-shirt/top, Sandal, No illusion, Bag
FashionMnist_1083,A lively carnival with bright tents and rides,low quality,1.5,1, T-shirt/top, Trouser, T-shirt/top, T-shirt/top, Trouser
FashionMnist_1084,A quiet church nestled in a sunlit meadow,low quality,1.5,1, Ankle boot, Ankle boot, No illusion, Ankle boot, Trouser
FashionMnist_1085,A lush vineyard stretching over rolling hills,low quality,1.5,9, No illusion, Ankle boot, Ankle boot, Ankle boot, Ankle boot
FashionMnist_1086,A serene temple high in the misty mountains,low quality,1.5,8, Coat, Ankle boot, Coat, Coat, Bag
FashionMnist_1087,"A vibrant sunset paints the mountains in shades of gold, casting long shadows",low quality,1.5,1, Trouser, Trouser, No illusion, No illusion, Trouser
FashionMnist_1088,"Sun paints mountains golden glow, river whispers secrets below, birds dance in silent show",low quality,1.5,3, No illusion, No illusion, Sandal, T-shirt/top, Dress
FashionMnist_1089,A colorful hot air balloon floating over patchwork fields,low quality,1.5,3, Bag, T-shirt/top, Bag, Sneaker, Dress
FashionMnist_1090,A suburban road at dusk with streetlights,low quality,1.5,7, Coat, Ankle boot, Pullover, No illusion, Sneaker
FashionMnist_1091,A serene lake surrounded by lush green forests,low quality,1.5,5, Trouser, Ankle boot, Sandal, Ankle boot, Shirt
FashionMnist_1092,A bustling city skyline at night,low quality,1.5,1, T-shirt/top, T-shirt/top, No illusion, Trouser, Trouser
FashionMnist_1093,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,5, Sneaker, No illusion, Ankle boot, Ankle boot, Shirt
FashionMnist_1094,Cougar (Puma) surveying territory from lofty vantage point,low quality,1.5,7, Trouser, Sneaker, Ankle boot, Coat, Sneaker
FashionMnist_1095,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,8, No illusion, Sneaker, Pullover, Ankle boot, Sneaker
FashionMnist_1096,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,9, Coat, Ankle boot, Coat, Coat, Sneaker
FashionMnist_1097,A starry night with a silhouette of a person looking at the stars,low quality,1.5,6, Shirt, T-shirt/top, Pullover, No illusion, Shirt
FashionMnist_1098,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,3, No illusion, Dress, Coat, Coat, Dress
FashionMnist_1099,Tranquil beach with clear water and white sand,low quality,1.5,5, Sandal, Ankle boot, Sandal, Ankle boot, Ankle boot
FashionMnist_1100,"Silent valley bathed in golden sunlight, river meanders below",low quality,1.5,8, Bag, Ankle boot, T-shirt/top, Ankle boot, Shirt
FashionMnist_1101,Mountain goats traversing rugged terrain,low quality,1.5,4, Sandal, T-shirt/top, Sandal, Ankle boot, Pullover
FashionMnist_1102,A cozy fireplace crackling in a rustic log cabin,low quality,1.5,4, Coat, Trouser, Coat, Coat, T-shirt/top
FashionMnist_1103,A colorful hot air balloon floating over a snow-capped mountain,low quality,1.5,3, Coat, Pullover, Coat, Ankle boot, Dress
FashionMnist_1104,A grand ballroom filled with elegantly dressed dancers,low quality,1.5,8, Dress, Coat, Dress, Ankle boot, Bag
FashionMnist_1105,City in the middle of a desert,low quality,1.5,4, Sneaker, No illusion, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_1106,A mystical cave illuminated by glowing crystals,low quality,1.5,5, Sneaker, Ankle boot, T-shirt/top, Ankle boot, Shirt
FashionMnist_1107,A cheerful family reunion bringing loved ones together,low quality,1.5,5, Coat, Sneaker, Sneaker, Trouser, Sandal
FashionMnist_1108,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,6, Pullover, T-shirt/top, Pullover, Pullover, T-shirt/top
FashionMnist_1109,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,7, Sandal, Sneaker, No illusion, No illusion, Sneaker
FashionMnist_1110,A vast desert with a distant pyramid,low quality,1.5,1, Sandal, Trouser, Ankle boot, Ankle boot, Trouser
FashionMnist_1111,"Whipped cream clouds swirl around children's laughter, city lights glitter below",low quality,1.5,5, Pullover, Pullover, Bag, Pullover, Sandal
FashionMnist_1112,A breathtaking hot air balloon ride over vineyards,low quality,1.5,0, Bag, T-shirt/top, Bag, Bag, Dress
FashionMnist_1113,A mystical forest filled with ancient trees and glowing mushrooms,low quality,1.5,5, Ankle boot, Bag, Bag, Ankle boot, Shirt
FashionMnist_1114,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,4, No illusion, No illusion, Sandal, Bag, Coat
FashionMnist_1115,A lush meadow under a starry sky,low quality,1.5,8, T-shirt/top, Trouser, T-shirt/top, Ankle boot, T-shirt/top
FashionMnist_1116,"Glowing sandstone cliffs illuminate desert canyon, shimmering sand dunes reflecting light",low quality,1.5,6, Sandal, Pullover, Sandal, Ankle boot, T-shirt/top
FashionMnist_1117,A fiery sunset over a tranquil lake,low quality,1.5,2, Ankle boot, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_1118,Yaks grazing in lush High Altitude Steppe,low quality,1.5,1, Pullover, Trouser, Sandal, Pullover, Shirt
FashionMnist_1119,Meteor streaking across starry night sky,low quality,1.5,1, Trouser, Trouser, Coat, Pullover, Trouser
FashionMnist_1120,A sunset by the mountains,low quality,1.5,7, No illusion, Coat, No illusion, T-shirt/top, Shirt
FashionMnist_1121,A dense fog rolling over a dark and mysterious forest,low quality,1.5,9, Ankle boot, Ankle boot, Coat, Ankle boot, Ankle boot
FashionMnist_1122,"Gentle waves lap sandy shores, seagulls soar above, salty spray fills the air",low quality,1.5,6, Sandal, Pullover, Sandal, Sneaker, Shirt
FashionMnist_1123,Beautiful butterfly alighting on delicate flower petals,low quality,1.5,2, Dress, T-shirt/top, Dress, Dress, T-shirt/top
FashionMnist_1124,A peaceful summer night countryside landscape with sunflowers,low quality,1.5,7, Sneaker, Sneaker, Bag, Bag, Sneaker
FashionMnist_1125,A picturesque vineyard at sunset with the sky painted in hues,low quality,1.5,0, Bag, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_1126,"Gentle waves meet rocky shores, sunrise paints rainbow glows, birds sing on distant shores",low quality,1.5,4, Sandal, Trouser, Shirt, Ankle boot, T-shirt/top
FashionMnist_1127,A bustling marketplace filled with colorful fruits and spices,low quality,1.5,8, Sandal, T-shirt/top, Bag, No illusion, T-shirt/top
FashionMnist_1128,Tropical storm forming off distant Caribbean island,low quality,1.5,2, Sneaker, T-shirt/top, Sandal, Coat, T-shirt/top
FashionMnist_1129,"Dinosaurs roam dusty plains, glowing volcanic mountains pierce the twilight sky",low quality,1.5,2, Pullover, Coat, Coat, Ankle boot, T-shirt/top
FashionMnist_1130,An empty meadow with a few trees and a small river,low quality,1.5,6, Bag, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_1131,Whimsical forest with bioluminescent flowers and towering mushrooms,low quality,1.5,6, Bag, Trouser, Bag, No illusion, T-shirt/top
FashionMnist_1132,"Golden rays grace mountain peaks, river reflects glittering stars, birds call softly from branches",low quality,1.5,6, Sandal, Pullover, No illusion, Bag, T-shirt/top
FashionMnist_1133,Winding country road bordered by blooming apple orchards,low quality,1.5,4, T-shirt/top, Pullover, Pullover, Coat, Coat
FashionMnist_1134,A vibrant sunset painting the sky in hues of orange and pink,low quality,1.5,9, Ankle boot, Ankle boot, Sandal, Coat, Ankle boot
FashionMnist_1135,"Golden sunlight beams through fallen leaves, river gracefully winds its secrets untold, birds metaphorically free",low quality,1.5,6, Pullover, Pullover, No illusion, Ankle boot, T-shirt/top
FashionMnist_1136,Komodo Dragon slithering stealthily,low quality,1.5,8, T-shirt/top, Sneaker, No illusion, Ankle boot, Bag
FashionMnist_1137,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,4, Sandal, T-shirt/top, Sandal, No illusion, T-shirt/top
FashionMnist_1138,A bustling city street with neon lights and towering skyscrapers,low quality,1.5,5, Sneaker, No illusion, Sneaker, Sneaker, Shirt
FashionMnist_1139,A peaceful summer night countryside landscape with sunflowers,low quality,1.5,9, Sneaker, Sneaker, Sandal, Dress, Sneaker
FashionMnist_1140,"Golden meadow meets waterfall cascade, mountain silhouette looms",low quality,1.5,0, Dress, Pullover, Dress, Sneaker, T-shirt/top
FashionMnist_1141,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,3, Bag, Coat, Pullover, Ankle boot, Dress
FashionMnist_1142,A foggy forest with a winding river,low quality,1.5,9, T-shirt/top, Ankle boot, T-shirt/top, Ankle boot, Ankle boot
FashionMnist_1143,A lively fairground with games and rides galore,low quality,1.5,4, Dress, Coat, Coat, T-shirt/top, Coat
FashionMnist_1144,A dark forest with spooky trees,low quality,1.5,9, Ankle boot, Ankle boot, Ankle boot, Ankle boot, Ankle boot
FashionMnist_1145,"River meets ocean, waves spray cliffs, sunset paints golden hues",low quality,1.5,8, Sandal, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_1146,A peaceful garden with blooming cherry blossom trees,low quality,1.5,7, Sneaker, No illusion, Sandal, Ankle boot, Sneaker
FashionMnist_1147,Bear cub playing in wildflower meadow,low quality,1.5,4, Pullover, Pullover, Dress, No illusion, Coat
FashionMnist_1148,"Electrified waterfalls cascade, neon rivers reflect rainbow shades, luminous birds serenade",low quality,1.5,2, T-shirt/top, T-shirt/top, Dress, Ankle boot, T-shirt/top
FashionMnist_1149,A rocky desert landscape with cacti and tumbleweeds,low quality,1.5,2, Sandal, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_1150,A majestic waterfall plunging into a crystal-clear pool,low quality,1.5,5, Bag, Ankle boot, Bag, Ankle boot, Sneaker
FashionMnist_1151,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,3, Pullover, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_1152,A quaint village nestled in the rolling green hills of the countryside,low quality,1.5,7, Trouser, Ankle boot, Coat, T-shirt/top, Sneaker
