image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_Mnist_ill_images,LLaVa_Mnist_illusion_images_filtered,LLaVa_Mnist_illusionless_images,LLaVa_Mnist_illusionless_images_filtered,LLaVa_Mnist_raw_images
Mnist_1043,A vast blue ocean containing small islands with palm trees,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1044,"Neon reflections illuminate a futuristic city, robots and lights converging in reflections",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1045,A vast desert under the twilight sky,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1046,A misty forest clearing with sunlight filtering through the canopy,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1047,A night sky with a full moon and stars,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1048,A lush tropical rainforest echoing with the sounds of wildlife,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1049,A colorful hot air balloon floating over patchwork fields,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_1050,"Eerie silence hangs over abandoned home, moon bathes decaying relics in silver light",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1051,Mountain goats traversing rugged terrain,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_1052,A rooftop view of a sprawling metropolis at night,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1053,"Eerie tree silhouette against crimson sunset, clouds cast shifting shadows",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1054,"Sunbeams pierce green canopy, river meets ocean spray, birds sing their joyful brandy",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1055,A meadow with flowers and butterflies,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1056,Vibrant city at night with neon lights,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1057,A sunny vineyard with rows of ripe grapes,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1058,A misty forest with a flowing river and a wooden bridge,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1059,A rocky cliff overlooking a vast ocean under a stormy sky,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1060,Solar eclipse creating temporary nightfall,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1061,A bustling city street at night,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1062,A suburban road at dusk with streetlights,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1063,A field of sunflowers with a rainbow,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1064,A bustling city street with neon lights and busy shops,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1065,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1066,Aurora borealis dancing above Arctic Circle,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_1067,Osprey dive-bombing for fish in wetlands,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1068,Modern city apartment with large windows over looking city skyline,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1069,A hidden cave entrance obscured by overgrown vines and moss,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1070,A girl sitting on the beach looking at the sunset,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1071,"Steam rises from meadow meadows, wildflowers bloom in vibrant hues, birds flutter",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1072,A Chinese New Year Lion Dance welcoming prosperity,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1073,"Forest sunrise, golden light stretches through canopy, birds sing softly",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1074,"A lone astronaut adrift in the stars, constellations forming a path",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1075,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1076,Tranquil meadow with wildflowers and distant hills,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1077,A vintage biplane flying over a picturesque landscape,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1078,Manatee feeding placidly in warm seagrass beds,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1079,A misty lake during golden hour,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1080,Jellyfish undulating rhythmically,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1081,A futuristic city with skyscrapers and flying cars,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1082,A sunset over water with a pier in the foreground,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1083,A cozy cafe with steaming cups of coffee and pastries,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1084,A lush meadow beneath a bright blue summer sky,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1085,"A lonely lighthouse stands on a rocky cliff, waves crashing against its weathered walls",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1086,A charming cottage covered in ivy with a thatched roof,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1087,Deer grazing in misty morning forest,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1088,A mystical forest enchanted by soft glowing fireflies,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1089,A field of poppies swaying in the breeze under a clear sky,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1090,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1091,A peaceful summer night countryside landscape with sunflowers,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1092,"Gentle waves meet volcanic cliffs, stars twinkle above",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_1093,A quaint village covered in a blanket of snow,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1094,A snowy mountain peak under starry night sky,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1095,Peaceful early morning fishing boat,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1096,A snowy mountain peak reflecting the light of dawn,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1097,Saharan sandstorm turning daytime into darkness,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1098,A classic car driving along a coastal highway,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1099,"Whipped cream clouds engulf castle ruins, sunlight pierces through gaps in stone",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1100,"Golden meadow meets waterfall cascade, mountain silhouette looms",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1101,A Hanukkah menorah lighting symbolizing faith,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1102,Glowing fungi illuminate a decaying castle under a moonlit forest,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1103,"A vibrant sunset paints the mountains in shades of gold, casting long shadows",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_1104,Glowing lanterns lighting up a cobblestone alleyway at night,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_1105,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1106,A forest with blooming flowers,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1107,"Desolate desert landscape, shifting sands illuminated by distant stars",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_1108,A vast desert with a towering canyon in the distance,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_1109,A steampunk world powered by gears and clockworks,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
